timestamp,ecg
6.164,0.1159
6.168,0.1302
6.172,0.1047
6.176,0.1188
6.18,0.1569
6.184,0.1435
6.188,0.184
6.192,0.206
6.196,0.2256
6.2,0.2069
6.204,0.2097
6.208,0.198
6.212,0.1976
6.216,0.2051
6.22,0.2094
6.224,0.2101
6.228,0.1632
6.232,0.1947
6.236,0.1436
6.24,0.1318
6.244,0.1001
6.248,0.0494
6.252,0.0989
6.256,0.08
6.26,0.0447
6.264,0.0381
6.268,0.0348
6.272,-0.0177
6.276,-0.0065
6.28,0.0119
6.284,-0.0359
6.288,-0.0106
6.292,-0.0482
6.296,-0.0155
6.3,-0.0285
6.304,-0.0624
6.308,-0.0086
6.312,-0.048
6.316,-0.0506
6.32,-0.0312
6.324,-0.0128
6.328,-0.0565
6.332,-0.0353
6.336,-0.0283
6.34,-0.0232
6.344,-0.0337
6.348,-0.0447
6.352,-0.054
6.356,-0.0359
6.36,-0.0591
6.364,-0.0962
6.368,-0.0291
6.372,-0.0199
6.376,-0.0853
6.38,-0.0583
6.384,-0.0258
6.388,0.0029
6.392,-0.0379
6.396,-0.053
6.4,-0.0422
6.404,-0.0111
6.408,-0.0516
6.412,-0.0547
6.416,-0.0485
6.42,-0.058
6.424,-0.0365
6.428,-0.0066
6.432,-0.0327
6.436,-0.0443
6.44,-0.0452
6.444,-0.0707
6.448,-0.0218
6.452,-0.0411
6.456,-0.0432
6.46,0.0242
6.464,-0.0338
6.468,-0.0549
6.472,-0.0485
6.476,-0.017
6.48,-0.0378
6.484,-0.0689
6.488,-0.0218
6.492,-0.0537
6.496,-0.0029
6.5,-0.0188
6.504,-0.0495
6.508,-0.015
6.512,-0.0393
6.516,-0.0237
6.52,-0.0311
6.524,-0.0578
6.528,-0.0538
6.532,-0.0204
6.536,-0.0478
6.54,-0.0492
6.544,-0.0604
6.548,-0.0328
6.552,-0.0001
6.556,-0.0628
6.56,-0.041
6.564,-0.0134
6.568,-0.0433
6.572,-0.0327
6.576,-0.0631
6.58,-0.0333
6.584,-0.0457
6.588,-0.0223
6.592,-0.0183
6.596,0.0096
6.6,-0.0306
6.604,-0.0358
6.608,-0.0385
6.612,-0.0495
6.616,-0.0357
6.62,-0.0485
6.624,-0.0392
6.628,-0.0163
6.632,-0.0629
6.636,-0.02
6.64,-0.0165
6.644,-0.0453
6.648,-0.0854
6.652,-0.0552
6.656,-0.0172
6.66,-0.0437
6.664,-0.0632
6.668,-0.0534
6.672,-0.0266
6.676,-0.0325
6.68,-0.0482
6.684,-0.0508
6.688,-0.0513
6.692,-0.0617
6.696,-0.0105
6.7,-0.0484
6.704,-0.0161
6.708,-0.0076
6.712,-0.0141
6.716,-0.037
6.72,-0.0123
6.724,-0.0108
6.728,-0.0162
6.732,0.0217
6.736,0.0052
6.74,0.0646
6.744,0.0406
6.748,0.0589
6.752,0.0604
6.756,0.0446
6.76,0.0523
6.764,0.0188
6.768,0.0322
6.772,-0.0257
6.776,-0.0085
6.78,0.0175
6.784,-0.0493
6.788,-0.0487
6.792,-0.0289
6.796,-0.0384
6.8,-0.0382
6.804,-0.0446
6.808,-0.0633
6.812,-0.0674
6.816,-0.0109
6.82,0.2057
6.824,0.5826
6.828,0.9578
6.832,1.1016
6.836,1.0094
6.84,0.7474
6.844,0.3326
6.848,-0.0301
6.852,-0.1436
6.856,-0.2104
6.86,-0.167
6.864,-0.1078
6.868,-0.0732
6.872,-0.0432
6.876,-0.0582
6.88,-0.0368
6.884,-0.0516
6.888,-0.0316
6.892,-0.0341
6.896,-0.0651
6.9,-0.0247
6.904,-0.0571
6.908,-0.0302
6.912,-0.039
6.916,-0.0095
6.92,-0.0505
6.924,-0.0528
6.928,-0.0458
6.932,-0.0509
6.936,-0.028
6.94,-0.0753
6.944,-0.0625
6.948,-0.0609
6.952,-0.018
6.956,0.0004
6.96,-0.0319
6.964,-0.0282
6.968,-0.0173
6.972,0.0118
6.976,-0.0213
6.98,0.012
6.984,0.0382
6.988,0.0416
6.992,0.0495
6.996,0.0811
7.0,0.0232
7.004,0.1077
7.008,0.0982
7.012,0.0915
7.016,0.1546
7.02,0.1869
7.024,0.1701
7.028,0.2032
7.032,0.2252
7.036,0.2252
7.04,0.2346
7.044,0.2163
7.048,0.1995
7.052,0.1595
7.056,0.1773
7.06,0.1536
7.064,0.2001
7.068,0.1378
7.072,0.1273
7.076,0.1188
7.08,0.0915
7.084,0.1077
7.088,0.0451
7.092,0.0463
7.096,0.0135
7.1,-0.0107
7.104,-0.0079
7.108,-0.0062
7.112,-0.0225
7.116,-0.035
7.12,-0.0552
7.124,-0.0337
7.128,-0.0661
7.132,-0.0239
7.136,-0.0399
7.14,-0.0727
7.144,-0.0511
7.148,-0.0611
7.152,-0.0405
7.156,-0.0207
7.16,-0.0854
7.164,-0.046
7.168,-0.0517
7.172,-0.0352
7.176,-0.0445
7.18,-0.0639
7.184,-0.0553
7.188,-0.0649
7.192,-0.0275
7.196,-0.0486
7.2,-0.0111
7.204,-0.0503
7.208,-0.0633
7.212,-0.0795
7.216,-0.0853
7.22,-0.0809
7.224,-0.0439
7.228,-0.0391
7.232,-0.0809
7.236,-0.0314
7.24,-0.059
7.244,-0.0464
7.248,-0.0171
7.252,-0.0315
7.256,-0.0548
7.26,-0.0673
7.264,-0.0925
7.268,-0.0639
7.272,-0.0537
7.276,-0.0692
7.28,-0.0521
7.284,-0.048
7.288,-0.0541
7.292,-0.0626
7.296,-0.0462
7.3,-0.0408
7.304,-0.0714
7.308,-0.0214
7.312,-0.0516
7.316,-0.0493
7.32,-0.0355
7.324,-0.045
7.328,-0.0306
7.332,-0.044
7.336,-0.062
7.34,-0.0425
7.344,-0.0726
7.348,-0.0476
7.352,-0.0504
7.356,-0.054
7.36,-0.0524
7.364,-0.0875
7.368,-0.0608
7.372,-0.048
7.376,-0.0467
7.38,-0.0704
7.384,-0.0246
7.388,-0.0672
7.392,-0.0305
7.396,-0.0413
7.4,-0.0628
7.404,-0.0144
7.408,-0.0738
7.412,-0.0315
7.416,-0.0299
7.42,-0.0633
7.424,-0.0221
7.428,-0.0549
7.432,-0.0442
7.436,-0.0448
7.44,-0.0527
7.444,-0.0338
7.448,-0.0341
7.452,-0.0849
7.456,-0.0239
7.46,-0.0832
7.464,-0.0293
7.468,-0.0275
7.472,-0.0718
7.476,-0.0582
7.48,-0.0721
7.484,-0.0543
7.488,-0.0562
7.492,-0.0344
7.496,-0.0238
7.5,-0.0221
7.504,-0.0612
7.508,-0.0542
7.512,-0.0836
7.516,-0.066
7.52,-0.0305
7.524,-0.0173
7.528,-0.0739
7.532,-0.0604
7.536,-0.0477
7.54,-0.0394
7.544,-0.0578
7.548,-0.0279
7.552,-0.0387
7.556,-0.02
7.56,0.0028
7.564,0.0052
7.568,0.01
7.572,0.0293
7.576,0.04
7.58,0.0409
7.584,0.0448
7.588,0.0786
7.592,0.05
7.596,0.0215
7.6,0.0282
7.604,-0.0061
7.608,0.0114
7.612,-0.0156
7.616,-0.0339
7.62,-0.0293
7.624,-0.0742
7.628,-0.0683
7.632,-0.0723
7.636,-0.0518
7.64,-0.0374
7.644,-0.0494
7.648,-0.0496
7.652,0.1211
7.656,0.4022
7.66,0.7991
7.664,1.0493
7.668,1.0674
7.672,0.8372
7.676,0.4508
7.68,0.0625
7.684,-0.1086
7.688,-0.2234
7.692,-0.1797
7.696,-0.0928
7.7,-0.1093
7.704,-0.1163
7.708,-0.0604
7.712,-0.0288
7.716,-0.0106
7.72,-0.0741
7.724,-0.0396
7.728,-0.0588
7.732,-0.0515
7.736,0.0035
7.74,-0.0793
7.744,-0.0441
7.748,-0.0396
7.752,-0.0271
7.756,-0.0465
7.76,-0.0419
7.764,-0.0553
7.768,-0.0413
7.772,-0.0525
7.776,-0.0319
7.78,-0.0499
7.784,-0.0326
7.788,-0.0377
7.792,-0.0107
7.796,-0.0296
7.8,-0.0582
7.804,0.0094
7.808,-0.0257
7.812,-0.011
7.816,0.0012
7.82,0.053
7.824,-0.0034
7.828,0.1171
7.832,0.0915
7.836,0.0916
7.84,0.1032
7.844,0.1271
7.848,0.1484
7.852,0.1664
7.856,0.1787
7.86,0.1815
7.864,0.1855
7.868,0.1935
7.872,0.1966
7.876,0.224
7.88,0.2108
7.884,0.1347
7.888,0.1983
7.892,0.1781
7.896,0.1607
7.9,0.1385
7.904,0.1527
7.908,0.1323
7.912,0.0808
7.916,0.0875
7.92,0.0435
7.924,0.0199
7.928,0.0205
7.932,0.0372
7.936,0.0274
7.94,0.0083
7.944,0.0037
7.948,-0.008
7.952,-0.0375
7.956,-0.0212
7.96,-0.018
7.964,-0.0223
7.968,-0.0162
7.972,-0.0279
7.976,-0.0365
7.98,-0.0233
7.984,-0.0461
7.988,-0.0638
7.992,-0.0498
7.996,-0.0618
8.0,-0.0606
8.004,-0.0501
8.008,-0.0631
8.012,-0.0535
8.016,-0.0852
8.02,-0.043
8.024,-0.0473
8.028,-0.0636
8.032,-0.034
8.036,-0.0284
8.04,-0.0793
8.044,-0.0624
8.048,-0.0624
8.052,-0.0658
8.056,-0.0304
8.06,-0.0508
8.064,-0.0522
8.068,-0.0869
8.072,-0.0341
8.076,-0.0715
8.08,-0.0455
8.084,-0.0411
8.088,-0.0194
8.092,-0.0728
8.096,-0.1069
8.1,-0.0428
8.104,-0.0104
8.108,-0.0216
8.112,-0.0422
8.116,-0.0561
8.12,-0.0301
8.124,-0.0657
8.128,-0.0366
8.132,-0.036
8.136,-0.0249
8.14,0.0092
8.144,-0.0381
8.148,-0.0561
8.152,-0.0464
8.156,-0.0812
8.16,-0.0597
8.164,-0.0539
8.168,-0.0561
8.172,-0.0426
8.176,-0.062
8.18,-0.0231
8.184,-0.0454
8.188,-0.0456
8.192,-0.0519
8.196,-0.0422
8.2,-0.0287
8.204,-0.0625
8.208,-0.0583
8.212,-0.0512
8.216,-0.0719
8.22,-0.0614
8.224,-0.0544
8.228,-0.0274
8.232,-0.0396
8.236,-0.0409
8.24,-0.0277
8.244,-0.0474
8.248,-0.0368
8.252,-0.0466
8.256,-0.0392
8.26,-0.0561
8.264,-0.0931
8.268,-0.047
8.272,-0.0158
8.276,-0.0256
8.28,-0.0248
8.284,-0.0193
8.288,-0.0422
8.292,-0.04
8.296,-0.0562
8.3,-0.0501
8.304,-0.0314
8.308,-0.0196
8.312,-0.0464
8.316,-0.0526
8.32,-0.0435
8.324,-0.0314
8.328,-0.0723
8.332,-0.0892
8.336,-0.0543
8.34,-0.0676
8.344,-0.0533
8.348,-0.046
8.352,-0.0519
8.356,-0.0136
8.36,-0.0358
8.364,-0.0356
8.368,-0.028
8.372,-0.0613
8.376,-0.0147
8.38,-0.0324
8.384,-0.0109
8.388,-0.037
8.392,-0.0357
8.396,0.0246
8.4,0.0294
8.404,0.0172
8.408,0.0292
8.412,0.0771
8.416,0.0342
8.42,0.0892
8.424,0.0319
8.428,0.0525
8.432,0.0204
8.436,0.0255
8.44,-0.0106
8.444,-0.0145
8.448,-0.0198
8.452,-0.0478
8.456,-0.018
8.46,-0.0465
8.464,-0.0433
8.468,-0.0628
8.472,-0.1071
8.476,-0.0834
8.48,-0.0275
8.484,0.0589
8.488,0.3255
8.492,0.6949
8.496,1.012
8.5,1.1255
8.504,0.9294
8.508,0.6241
8.512,0.2341
8.516,-0.0419
8.52,-0.1714
8.524,-0.1867
8.528,-0.1284
8.532,-0.0818
8.536,-0.0694
8.54,-0.0588
8.544,-0.0397
8.548,-0.009
8.552,-0.0643
8.556,-0.0687
8.56,-0.036
8.564,-0.0382
8.568,-0.0356
8.572,-0.0341
8.576,-0.0432
8.58,-0.0088
8.584,-0.0703
8.588,-0.0546
8.592,-0.0396
8.596,-0.0699
8.6,-0.0398
8.604,-0.002
8.608,-0.0335
8.612,-0.0276
8.616,-0.0551
8.62,-0.0394
8.624,-0.031
8.628,-0.0254
8.632,0.0121
8.636,0.0042
8.64,-0.0213
8.644,0.015
8.648,0.0307
8.652,0.0556
8.656,0.0778
8.66,0.0406
8.664,0.0605
8.668,0.0681
8.672,0.1057
8.676,0.1369
8.68,0.1642
8.684,0.159
8.688,0.1688
8.692,0.1911
8.696,0.182
8.7,0.2485
8.704,0.1796
8.708,0.2174
8.712,0.2529
8.716,0.2082
8.72,0.1969
8.724,0.1835
8.728,0.1747
8.732,0.1915
8.736,0.1042
8.74,0.1625
8.744,0.0863
8.748,0.0925
8.752,0.0727
8.756,0.0773
8.76,0.0188
8.764,0.0466
8.768,0.0657
8.772,-0.0127
8.776,0.0091
8.78,-0.0159
8.784,-0.0008
8.788,-0.0144
8.792,-0.032
8.796,-0.013
8.8,0.0105
8.804,-0.0315
8.808,-0.0149
8.812,-0.0564
8.816,-0.0506
8.82,-0.0226
8.824,-0.0028
8.828,-0.0257
8.832,-0.0392
8.836,-0.033
8.84,-0.0581
8.844,-0.021
8.848,-0.0154
8.852,-0.042
8.856,-0.0423
8.86,-0.0275
8.864,-0.0415
8.868,-0.034
8.872,0.0095
8.876,-0.0374
8.88,-0.0395
8.884,-0.0452
8.888,-0.0173
8.892,-0.0357
8.896,-0.045
8.9,-0.0054
8.904,-0.0034
8.908,-0.0437
8.912,-0.0689
8.916,-0.0113
8.92,-0.0451
8.924,-0.0155
8.928,-0.0706
8.932,-0.0132
8.936,-0.0552
8.94,-0.0163
8.944,-0.0305
8.948,-0.0498
8.952,-0.0387
8.956,-0.0168
8.96,-0.0283
8.964,-0.0186
8.968,0.0093
8.972,-0.0614
8.976,0.0023
8.98,-0.0278
8.984,-0.0478
8.988,-0.0563
8.992,-0.0334
8.996,-0.0111
9.0,-0.0319
9.004,0.0009
9.008,-0.0582
9.012,-0.0293
9.016,-0.054
9.02,-0.0216
9.024,-0.011
9.028,-0.0371
9.032,-0.0807
9.036,-0.0245
9.04,-0.0196
9.044,-0.0202
9.048,-0.0034
9.052,-0.0495
9.056,-0.0143
9.06,-0.004
9.064,-0.0633
9.068,-0.0212
9.072,-0.0376
9.076,-0.0291
9.08,-0.0204
9.084,-0.037
9.088,-0.0406
9.092,-0.0263
9.096,-0.0486
9.1,-0.0485
9.104,-0.0131
9.108,-0.0496
9.112,-0.0131
9.116,-0.0171
9.12,-0.0608
9.124,-0.0397
9.128,-0.0022
9.132,-0.0456
9.136,-0.0351
9.14,-0.0165
9.144,-0.0099
9.148,-0.0305
9.152,-0.0373
9.156,0.0032
9.16,0.0096
9.164,-0.0055
9.168,-0.0233
9.172,-0.041
9.176,-0.0413
9.18,-0.0141
9.184,-0.0161
9.188,0.0038
9.192,-0.0108
9.196,-0.0533
9.2,-0.0012
9.204,-0.0406
9.208,-0.0256
9.212,-0.0088
9.216,0.032
9.22,0.0624
9.224,0.0226
9.228,0.0191
9.232,0.047
9.236,0.0677
9.24,0.0558
9.244,0.1074
9.248,0.0812
9.252,0.0867
9.256,0.0852
9.26,0.0712
9.264,0.0676
9.268,0.025
9.272,0.0129
9.276,-0.0101
9.28,0.0106
9.284,0.0096
9.288,-0.0026
9.292,0.0179
9.296,-0.0183
9.3,-0.0079
9.304,-0.0521
9.308,-0.0595
9.312,-0.0513
9.316,0.0225
9.32,0.2295
9.324,0.5927
9.328,0.9146
9.332,1.1224
9.336,1.0722
9.34,0.7624
9.344,0.3708
9.348,0.0403
9.352,-0.1343
9.356,-0.1867
9.36,-0.1247
9.364,-0.0794
9.368,-0.0404
9.372,-0.0409
9.376,-0.0655
9.38,0.0022
9.384,-0.0286
9.388,-0.036
9.392,-0.0047
9.396,-0.0263
9.4,0.0029
9.404,-0.0058
9.408,-0.0043
9.412,-0.0451
9.416,0.0068
9.42,-0.0119
9.424,-0.0241
9.428,-0.0133
9.432,-0.051
9.436,-0.0063
9.44,-0.0338
9.444,-0.0387
9.448,-0.04
9.452,0.0154
9.456,-0.0161
9.46,0.0314
9.464,-0.0048
9.468,-0.022
9.472,-0.0027
9.476,0.0531
9.48,0.0355
9.484,0.0392
9.488,0.0664
9.492,0.0875
9.496,0.1153
9.5,0.1384
9.504,0.1192
9.508,0.1171
9.512,0.1525
9.516,0.1823
9.52,0.1731
9.524,0.1868
9.528,0.2243
9.532,0.2254
9.536,0.2331
9.54,0.2203
9.544,0.2307
9.548,0.2135
9.552,0.2435
9.556,0.2372
9.56,0.168
9.564,0.1727
9.568,0.1461
9.572,0.1467
9.576,0.1412
9.58,0.0969
9.584,0.0907
9.588,0.073
9.592,0.0822
9.596,0.0656
9.6,0.0372
9.604,0.0441
9.608,0.0199
9.612,0.0171
9.616,0.0489
9.62,0.0365
9.624,-0.0211
9.628,0.0177
9.632,0.0143
9.636,-0.0272
9.64,0.0104
9.644,0.0235
9.648,-0.0307
9.652,-0.0273
9.656,0.011
9.66,-0.0042
9.664,0.0012
9.668,-0.0031
9.672,-0.0021
9.676,-0.0365
9.68,0.0111
9.684,0.0136
9.688,-0.0143
9.692,-0.0105
9.696,-0.0401
9.7,0.0009
9.704,0.0022
9.708,-0.0104
9.712,0.0135
9.716,-0.0156
9.72,0.0025
9.724,-0.029
9.728,-0.009
9.732,-0.0119
9.736,-0.0037
9.74,-0.0155
9.744,-0.0106
9.748,0.0086
9.752,-0.0165
9.756,-0.0398
9.76,0.0275
9.764,0.0202
9.768,-0.0331
9.772,0.0067
9.776,-0.0171
9.78,-0.0016
9.784,-0.0009
9.788,-0.0113
9.792,-0.0222
9.796,-0.0202
9.8,-0.0246
9.804,-0.0228
9.808,-0.0074
9.812,-0.0202
9.816,0.0079
9.82,0.0241
9.824,-0.0171
9.828,-0.0006
9.832,0.0047
9.836,0.0043
9.84,-0.0035
9.844,0.01
9.848,0.0049
9.852,-0.0294
9.856,0.0129
9.86,0.0134
9.864,-0.0195
9.868,-0.0034
9.872,0.0096
9.876,-0.0081
9.88,0.0177
9.884,0.0436
9.888,-0.0192
9.892,-0.031
9.896,0.0028
9.9,0.0113
9.904,-0.0076
9.908,0.0262
9.912,-0.0295
9.916,0.0112
9.92,-0.0146
9.924,0.032
9.928,0.0376
9.932,-0.0175
9.936,-0.013
9.94,0.0153
9.944,-0.0095
9.948,-0.0025
9.952,-0.001
9.956,-0.0398
9.96,-0.0015
9.964,-0.0149
9.968,-0.0109
9.972,0.028
9.976,-0.0259
9.98,0.0156
9.984,-0.0061
9.988,-0.006
9.992,0.0156
9.996,0.0067
